"","階層","種名","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","頻度","総合優占度"
"29","B2","ホオノキ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,"Ⅰ",2.19089023002066
"30","B2","マユミ",0,2,0,5,0,0,0,0.5,4,3,1,4,3,0,0,4,4,0,0,1,4,4,0,4,0,"Ⅲ",31.2153808242027
"31","B2","ミズキ",4,4,3,3,4,3,2,0.5,3,3,4,2,3,2,4,0,1,1,1,1,4,4,3,3,4,"Ⅴ",50.533157431532
"32","B2","メイゲツカエデ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,"Ⅰ",0.894427190999916
"33","B2","ヤマアジサイ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"34","B2","ヤマウルシ",0.5,0,3,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,"Ⅰ",6.6332495807108
"35","B2","ヤマモミジ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"36","C","アカミノルイヨウショウマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,"Ⅰ",1.78885438199983
"37","C","イボタノキ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"38","C","ウド",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"39","C","ウメガサソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"40","C","エンレイソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"41","C","オオバユキザサ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"42","C","オシダ",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,"Ⅰ",1.78885438199983
"43","C","カメバヒキオコシ",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,2,0.5,0,"Ⅰ",4.73286382647969
"44","C","ギンリョウソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"45","C","クルマバソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"46","C","クルマバハグマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"47","C","コイワカガミ",0,2,4,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"Ⅰ",8
"48","C","コカンスゲ",4,3,4,3,0,5,4,4,4,0,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,"Ⅴ",61.5662245066238
"49","C","サカゲイノデ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"50","C","サラシナショウマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"51","C","サワダツ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"52","C","サンカヨウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"53","C","シノブカグマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"54","C","ジュウモンジシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"55","C","シラネアオイ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"56","C","シラネワラビ",5,5,5,5,6,5,6,5,6,5,5,6,4,5,4,6,5,6,6,5,6,6,5,7,5,"Ⅴ",73.2120208708925
"57","C","スミレサイシン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"58","C","タケシマラン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"59","C","タチシオデ",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,"Ⅰ",3.57770876399966
"60","C","タニギキョウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,1,"Ⅰ",4.09878030638384
"61","C","チゴユリ",0.5,4,3,1,1,0,0,0.5,0,3,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,"Ⅲ",17.2510869222783
"62","C","ツクバネソウ",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,"Ⅰ",3.57770876399966
"63","C","ツルアリドオシ",0,3,3,0,2,0.5,0,0.5,0.5,0.5,3,2,0.5,0,0.5,0.5,1,0,1,0.5,0,0.5,0,0,0,"Ⅳ",22.3427840700303
"64","C","ツルリンドウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"65","C","テンニンソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"66","C","トチバニンジン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"67","C","ナライシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"68","C","ハイイヌツゲ",0,0.5,0.5,0.5,1,0,0.5,0,0.5,0.5,0,0.5,0,0.5,2,1,0,1,0.5,3,0.5,1,0,2,0.5,"Ⅳ",21.7990825495019
"69","C","ヒメカンアオイ",0.5,0,0.5,0,4,0,0.5,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"Ⅱ",8.76356092008266
"70","C","ヒメモチ",1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3,0,0,0,"Ⅰ",8.24621125123532
"71","C","ヒロバスゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"72","C","ヒロハユキザサ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"73","C","ホウチャクソウ",0,0.5,0,0,0,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0.5,"Ⅱ",6.19677335393187
"74","C","マイヅルソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"75","C","ミヤマイタチシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"76","C","ミヤマイボタ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"77","C","ミヤマウズラ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"78","C","ミヤマカンスゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"79","C","ミヤマシキミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"80","C","ヤマイヌワラビ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"81","C","ヤマソテツ",5,4,4,4,5,1,1,1,4,4,4,0,2,5,3,3,3,2,0.5,3,4,1,2,3,1,"Ⅴ",51.6604297310814
"82","C","ヤマドリゼンマイ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,"Ⅰ",0.894427190999916
"83","C","ユキザサ",0.5,1,1,0.5,0.5,3,0.5,3,3,4,0.5,2,3,4,3,0.5,1,1,4,4,0.5,0.5,1,4,4,"Ⅴ",44.7213595499958
"84","S","チシマザサ",6,7,8,8,7,8,8,7,8,8,8,8,6,8,8,7,8,9,9,9,8,9,9,9,9,"Ⅴ",89.2188320927819
