"","階層","種名","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","頻度","総合優占度"
"47","C","コイワカガミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"48","C","コカンスゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"49","C","サカゲイノデ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,"Ⅰ",1.78885438199983
"50","C","サラシナショウマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,"Ⅰ",0.894427190999916
"51","C","サワダツ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"52","C","サンカヨウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,"Ⅰ",0.894427190999916
"53","C","シノブカグマ",0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"Ⅰ",2.68328157299975
"54","C","ジュウモンジシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,"Ⅰ",0.894427190999916
"55","C","シラネアオイ",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"Ⅰ",2.82842712474619
"56","C","シラネワラビ",6,6,5,5,6,5,6,6,6,5,5,5,4,0,5,6,5,5,5,5,6,6,5,6,5,"Ⅴ",70.3818158333529
"57","C","スミレサイシン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"58","C","タケシマラン",0,0.5,0,0,0,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0.5,"Ⅱ",7.09929573971954
"59","C","タチシオデ",0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0,"Ⅱ",7.15541752799933
"60","C","タニギキョウ",0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1,"Ⅱ",6.6932802122726
"61","C","チゴユリ",0.5,4,3,1,1,0.5,0,0.5,0,3,2,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,"Ⅲ",18.0665436650179
"62","C","ツクバネソウ",0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,"Ⅰ",3.57770876399966
"63","C","ツルアリドオシ",4,3,4,0,3,3,0,0.5,0,1,3,2,4,0,0.5,3,1,1,0,0,0,0,0,0,0,"Ⅲ",27.1882327487463
"64","C","ツルリンドウ",0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,"Ⅱ",5.3665631459995
"65","C","テンニンソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"66","C","トチバニンジン",0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"Ⅰ",2.68328157299975
"67","C","ナライシダ",0,0,3,4,0,0,2,3,0,0,3,1,1,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,"Ⅱ",17.2046505340853
"68","C","ハイイヌツゲ",0,0,0,0,0,0,1,0.5,0,0,1,3,0,0,0,0.5,2,0,0,0.5,0.5,0,0,0,1,"Ⅱ",12
"69","C","ヒメカンアオイ",0.5,0.5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ⅰ",6.19677335393187
"70","C","ヒメモチ",0.5,0,0,0,1,3,3,0,0.5,2,2,0,0.5,0.5,0,0.5,0,1,0,2,0,0,0,0,1,"Ⅲ",19.0787840283389
"71","C","ヒロバスゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"72","C","ヒロハユキザサ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"73","C","ホウチャクソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"74","C","マイヅルソウ",0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,"Ⅰ",3.57770876399966
"75","C","ミヤマイタチシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"76","C","ミヤマイボタ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"Ⅰ",0.894427190999916
"77","C","ミヤマウズラ",0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0,"Ⅱ",6.26099033699941
"78","C","ミヤマカンスゲ",4,4,4,4,5,5,5,5,5,4,5,6,4,4,5,5,5,6,5,4,5,5,5,5,5,"Ⅴ",68.9927532426414
"79","C","ミヤマシキミ",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,1,2,0,0,0,"Ⅱ",6.92820323027551
"80","C","ヤマイヌワラビ",0,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0.5,"Ⅲ",12.5219806739988
"81","C","ヤマソテツ",4,1,3,3,5,3,2,2,3,4,3,0.5,3,5,3,3,3,1,1,3,4,3,2,3,1,"Ⅴ",52.3450093132096
"82","C","ヤマドリゼンマイ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,"Ⅰ",0.894427190999916
"83","C","ユキザサ",0,0,2,0.5,0.5,3,2,3,3,3,3,2,2,3,3,0.5,1,0.5,3,4,0.5,0.5,2,4,3,"Ⅴ",42.4641024866887
"84","S","チシマザサ",6,6,8,8,7,8,6,7,8,8,8,0.5,6,8,8,7,7,0,8,9,8,8,9,8,7,"Ⅴ",81.6235260203821
