"","階層","種名","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"26","B2","ハリギリ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"27","B2","ヒメアオキ",8,0,5,1,0,5,5,0,0,0,5,5,0,2,0.5,0,2,4,0,0,0,5,4,4,2
"28","B2","ブナ",0.5,0,8,12,30,10,12,10,25,0,0,12,0,25,20,4,4,5,10,4,5,0,0,15,15
"29","B2","ホオノキ",1,0,5,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"30","B2","マユミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","B2","ミズキ",0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1
"32","B2","メイゲツカエデ",0,0,0,15,0,0,0,0,4,3,1,4,5,0,0,0,5,0,0,0,5,5,0.5,0,0
"33","B2","ヤマアジサイ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"34","B2","ヤマウルシ",2,0,2,5,0,3,5,1,0.5,0.5,0,2,1,3,0,3,1,5,0,0,0,0,5,1,0
"35","B2","ヤマモミジ",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0.5,0,0,0,4,0
"36","C","アカミノルイヨウショウマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","C","イボタノキ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","C","ウド",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"39","C","ウメガサソウ",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","C","エンレイソウ",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
"41","C","オオバユキザサ",0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","C","オシダ",0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,3,0.5,0.5,0,0.5,0,0,0,0,0,0,0
"43","C","カメバヒキオコシ",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0.5,0,0
"44","C","ギンリョウソウ",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","C","クルマバソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"46","C","クルマバハグマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","C","コイワカガミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","C","コカンスゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","C","サカゲイノデ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0
"50","C","サラシナショウマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"51","C","サワダツ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","C","サンカヨウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"53","C","シノブカグマ",0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"54","C","ジュウモンジシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"55","C","シラネアオイ",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"56","C","シラネワラビ",20,20,10,10,20,18,25,20,20,18,15,15,5,0,10,20,15,18,15,16,20,28,15,25,15
"57","C","スミレサイシン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","C","タケシマラン",0,0.5,0,0,0,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0.5
"59","C","タチシオデ",0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0
"60","C","タニギキョウ",0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1
"61","C","チゴユリ",0.5,8,3,1,1,0.5,0,0.5,0,3,2,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0
"62","C","ツクバネソウ",0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5
"63","C","ツルアリドオシ",8,4,8,0,3,3,0,0.5,0,1,3,2,5,0,0.5,3,1,1,0,0,0,0,0,0,0
"64","C","ツルリンドウ",0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0
"65","C","テンニンソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","C","トチバニンジン",0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"67","C","ナライシダ",0,0,4,5,0,0,2,3,0,0,3,1,1,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0
"68","C","ハイイヌツゲ",0,0,0,0,0,0,1,0.5,0,0,1,4,0,0,0,0.5,2,0,0,0.5,0.5,0,0,0,1
"69","C","ヒメカンアオイ",0.5,0.5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","C","ヒメモチ",0.5,0,0,0,1,3,3,0,0.5,2,2,0,0.5,0.5,0,0.5,0,1,0,2,0,0,0,0,1
"71","C","ヒロバスゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","C","ヒロハユキザサ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","C","ホウチャクソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","C","マイヅルソウ",0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
"75","C","ミヤマイタチシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","C","ミヤマイボタ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"77","C","ミヤマウズラ",0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0
"78","C","ミヤマカンスゲ",6,5,6,5,10,15,12,10,10,5,10,20,8,8,10,10,10,20,15,8,10,12,10,10,12
"79","C","ミヤマシキミ",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,1,2,0,0,0
"80","C","ヤマイヌワラビ",0,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0.5
"81","C","ヤマソテツ",8,1,3,3,10,3,2,2,4,5,4,0.5,3,10,3,3,3,1,1,3,5,3,2,3,1
"82","C","ヤマドリゼンマイ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"83","C","ユキザサ",0,0,2,0.5,0.5,3,2,4,4,4,3,2,2,4,3,0.5,1,0.5,3,6,0.5,0.5,2,6,4
"84","S","チシマザサ",20,30,50,60,35,60,30,35,50,50,60,0.5,25,50,50,40,40,0,60,85,60,60,80,60,40
