"","階層","種名","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"42","C","オシダ",0,0.5,0,0,0,0.5,0,0,0,0,0.2,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0
"43","C","カメバヒキオコシ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.2,0,0,0,0,0.5,0,1,0,0
"44","C","ギンリョウソウ",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","C","クルマバソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","C","クルマバハグマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"47","C","コイワカガミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","C","コカンスゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","C","サカゲイノデ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"50","C","サラシナショウマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","C","サワダツ",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","C","サンカヨウ",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","C","シノブカグマ",0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","C","ジュウモンジシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","C","シラネアオイ",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
"56","C","シラネワラビ",25,30,35,8,30,32,28,14,30,15,30,15,10,10,15,10,18,25,14,24,13,45,30,30,25
"57","C","スミレサイシン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
"58","C","タケシマラン",0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.1
"59","C","タチシオデ",0,0,0,0,0,0,0.5,0,0,0.5,0.2,0,0,0,0.7,0,0,0.1,0,0.1,0,0,0,0.1,0
"60","C","タニギキョウ",0,0,0,0,0.5,0,0,0,0,0,0,0,0.2,0.5,0.5,0,0,0.1,0,0,0,0,0,0,0
"61","C","チゴユリ",0,1,1,0.5,0.5,0.5,0.5,5,0,1,0.2,0.5,0.1,0.5,0,0,0.5,0,0.1,0.1,0,0,0,0,0
"62","C","ツクバネソウ",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0
"63","C","ツルアリドオシ",0.5,0.5,0.8,0,0.5,0.5,0.5,0.5,0,0,0.5,3,2,1,0,0.1,0.5,0.5,0,0,0,0,0,0,0
"64","C","ツルリンドウ",0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0
"65","C","テンニンソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7,0,0,0,0,3,0,0,0,0.3
"66","C","トチバニンジン",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
"67","C","ナライシダ",0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0
"68","C","ハイイヌツゲ",0,0,0,0,0,0,0.5,0.5,0,0,0,2,0,0,0,2,1,0,0,0,0.1,0,0,0,0.2
"69","C","ヒメカンアオイ",0.5,0.5,2,0.5,0,1.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","C","ヒメモチ",1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,2,2,1,0.5,14,0,0.2,0.5,2,1,0.5,0.1,0.5,0.1,0.5,0.5
"71","C","ヒロバスゲ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","C","ヒロハユキザサ",0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"73","C","ホウチャクソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"74","C","マイヅルソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","C","ミヤマイタチシダ",0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","C","ミヤマイボタ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
"77","C","ミヤマウズラ",0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
"78","C","ミヤマカンスゲ",15,10,8,8,8,8,7,4.5,8,8,20,20,3,20,6,10,5,10,5,2,10,5,2,3,10
"79","C","ミヤマシキミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","C","ヤマイヌワラビ",0,0,0,0,0,0.5,0,0,0.5,0.5,1,0.5,0.5,1,1,0.1,0,0,0,0.2,0.2,0,0,0,0.1
"81","C","ヤマソテツ",3,1,1,2.5,20,5,5,0.5,5,13,5,8,4,10,6,3,7,5,2,7,12,2,2,4,2
"82","C","ヤマドリゼンマイ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0,0,0,0,1,0,0.5,0,0
"83","C","ユキザサ",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,1,1,0.5,0.5,1,0.5,0.5,0,0.5,0.2,1,2,0.1,0,0.5,0.1,0.5
"84","S","チシマザサ",15,20,30,20,7,30,23,11,12,13,40,30,20,10,20,10,15,5,10,20,10,15,10,10,20
