"sp","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","Mean","Frequency","FreqCode","DominatIndex"
"ミヤマワラビ",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0,1,0,0.16,0.230769230769231,"Ⅱ",6.076436202502
"ヤマドリゼンマイ",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0,0,0,0,1,0.24,0.230769230769231,"Ⅱ",7.44208407535251
"コバイケイソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.02,0.0769230769230769,"Ⅰ",1.24034734589208
"シラネワラビ",0,0,0,0,1,0,0,0,0,2,1,2,4,0,1,0,4,4,3,0.5,4,0,0,1,0,1.1,0.5,"Ⅲ",23.4520787991171
"ヒメゴヨウイチゴ",0,0,0.5,0,0,0,0,0,0,2,0,0,5,0,0,0,5,4,4,5,2,2,5,5,0,1.58,0.461538461538462,"Ⅲ",27.0042731661263
"ヒロハユキザサ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ヤマブキショウマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.08,0.192307692307692,"Ⅰ",3.92232270276368
"ユキザサ",0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,1,0.18,0.346153846153846,"Ⅱ",7.89352217376326
"ミヤマホツツジ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"エンレイソウ",0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0.18,0.384615384615385,"Ⅱ",8.32050294337844
"ツクバネソウ",0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,1,0.5,1,0.5,0,0,0.5,0,0.22,0.384615384615385,"Ⅱ",9.198662110078
"ゼンマイ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"コメツガ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ミヤマハンノキ",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,5,5,4,5,0,1.2,0.307692307692308,"Ⅱ",19.2153784566105
"クロツリバナ",0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,2,3,2,0,0,0,0,0,2,0,0.68,0.307692307692308,"Ⅱ",14.4648114135916
"ハリブキ",0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,1,0,0.5,0.5,0,0,0,0,0,0.14,0.269230769230769,"Ⅱ",6.1394061351492
"オオバタケシマラン",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06,0.115384615384615,"Ⅰ",2.63117405792109
"ミヤマカタバミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ミヤマシシガシラ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ヤマイヌワラビ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"タニギキョウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.02,0.0769230769230769,"Ⅰ",1.24034734589208
"ホソバトウゲシバ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"オオバノヨツバムグラ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0,0,0.1,0.153846153846154,"Ⅰ",3.92232270276368
"コミヤマカタバミ",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,2,3,3,0,1,3,0.5,0,0.9,0.384615384615385,"Ⅱ",18.6052101883813
"フキ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,4,4,3,0.62,0.230769230769231,"Ⅱ",11.9614766261078
"モミジカラマツ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.2,0.0769230769230769,"Ⅰ",3.92232270276368
"キヌガサソウ",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0.1,0.115384615384615,"Ⅰ",3.39683110243379
"ウラジロナナカマド",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"タカネナナカマド",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0769230769230769,"Ⅰ",2.48069469178417
"イヌワラビ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ヒメワラビ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ベニバナイチゴ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.16,0.0769230769230769,"Ⅰ",3.50823207722812
"ミヤマメシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ヤマトユキザサ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"カニコウモリ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.02,0.0769230769230769,"Ⅰ",1.24034734589208
"ゴマナ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0.0769230769230769,"Ⅰ",1.75411603861406
"サカゲイノデ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"シラネセンキュウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"タテヤマアザミ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,0.6,0.192307692307692,"Ⅰ",10.7417231105915
"ミヤマシシウド",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.12,0.153846153846154,"Ⅰ",4.2966892442366
"ミヤマベニシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"メシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,1,2,0.5,0,0.24,0.230769230769231,"Ⅱ",7.44208407535251
"ヤグルマソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"オノエヤナギ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,5,0.84,0.230769230769231,"Ⅱ",13.9228644267677
"アクシバ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ウラジロヨウラク",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ハクモウイノデ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.1,0.115384615384615,"Ⅰ",3.39683110243379
"クマイチゴ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ミヤマイタチシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"コメススキ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"タニウツギ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"バッコヤナギ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0.1,0.115384615384615,"Ⅰ",3.39683110243379
"アカショウマ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"イグサ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"イタドリ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0.48,0.153846153846154,"Ⅰ",8.59337848847319
"イヌガンソク",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"イブキコゴメグサ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.02,0.0769230769230769,"Ⅰ",1.24034734589208
"オオイタドリ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,0,0.8,0.192307692307692,"Ⅰ",12.4034734589208
"オオハナウド",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"オシダ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,0.0769230769230769,"Ⅰ",1.24034734589208
"キオン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.02,0.0769230769230769,"Ⅰ",1.24034734589208
"クロトウヒレン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"シラネニンジン",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ノコンギク",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0.64,0.192307692307692,"Ⅰ",11.0940039245046
"ヒゲノガリヤス",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0.2,0.153846153846154,"Ⅰ",5.54700196225229
"マルバダケブキ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ヤマハハコ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.04,0.115384615384615,"Ⅰ",2.1483446221183
"ヨモギ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,4,0.8,0.230769230769231,"Ⅱ",13.5873244097351
"イワオウギ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0.32,0.153846153846154,"Ⅰ",7.01646415445623
"オオバコ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"オニシモツケ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"コウゾリナ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4,0,0.18,0.115384615384615,"Ⅰ",4.5573271518765
"シモツケソウ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0.14,0.115384615384615,"Ⅰ",4.0191847623425
"ウラジロタデ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"スギナ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"アイイタドリ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"アキカラマツ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.0769230769230769,"Ⅰ",1.75411603861406
"セイヨウタンポポ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.08,0.0769230769230769,"Ⅰ",2.48069469178417
"テガタチドリ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",0
"ヨツバヒヨドリ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0.14,0.115384615384615,"Ⅰ",4.0191847623425
